0.43675,0.19546,0.11163,0.51008,0.53227,0.39666,0.52286,0.67305,0.53781,0.5467,0.75282,0.66237,0.57617,0.80735,0.78292,0.37599,0.51502,0.46697,0.35674,0.67492,0.6387,0.3447,0.7803,0.75439,0.35674,0.83519,0.88555,0.25904,0.46657,0.49528,0.20614,0.59039,0.65236,0.1755,0.66534,0.76108,0.19154,0.6598,0.88837,0.14407,0.35167,0.51191,0.078036,0.40337,0.63607,0.037405,0.43517,0.71313,0,0.46439,0.80101,0.6025,0.16481,0.22251,0.7469,0.18632,0.32247,0.86334,0.20367,0.40309,1,0.20928,0.44375
0.44795,0.20423,0.093412,0.52466,0.55182,0.38447,0.52638,0.69765,0.52905,0.54518,0.77593,0.66035,0.57295,0.82284,0.78859,0.38676,0.53499,0.45688,0.35869,0.69604,0.63534,0.34406,0.79701,0.76034,0.35222,0.85056,0.89665,0.26636,0.48578,0.48628,0.21422,0.61259,0.64888,0.20115,0.66176,0.7786,0.19725,0.69387,0.90659,0.14775,0.3682,0.50406,0.074349,0.41835,0.62983,0.035007,0.44458,0.71262,0,0.46708,0.80648,0.61633,0.14944,0.21309,0.76333,0.15295,0.32014,0.87679,0.15768,0.41299,1,0.1586,0.49257
0.44319,0.20251,0.073681,0.51594,0.56277,0.38028,0.52025,0.70071,0.54352,0.53158,0.79055,0.67581,0.55132,0.85387,0.80481,0.37323,0.54102,0.45611,0.32271,0.69683,0.64752,0.29022,0.79896,0.77683,0.28008,0.8615,0.91576,0.24931,0.48651,0.48673,0.19382,0.61528,0.65805,0.1749,0.67319,0.78969,0.18964,0.67383,0.92632,0.12887,0.36102,0.50445,0.050271,0.40634,0.63663,0.019079,0.42141,0.72963,0,0.42715,0.83464,0.61851,0.13949,0.19953,0.77046,0.1385,0.31248,0.88799,0.13933,0.40994,1,0.14182,0.51367
0.38169,0.17457,0.035417,0.43688,0.54175,0.3739,0.43904,0.69225,0.54033,0.4435,0.80128,0.66845,0.45334,0.89157,0.79066,0.29016,0.50502,0.45406,0.21767,0.685,0.63376,0.18028,0.79152,0.76919,0.14782,0.88639,0.89423,0.16475,0.43756,0.48496,0.099808,0.56057,0.67115,0.096036,0.58808,0.82086,0.10766,0.59203,0.96458,0.047874,0.29674,0.49877,0,0.29027,0.65998,0.0030023,0.26849,0.76182,0.008967,0.24367,0.87107,0.57234,0.10984,0.16139,0.73376,0.11,0.27734,0.85382,0.11201,0.38349,1,0.10843,0.44914
0.36453,0.18387,2.2204e-16,0.35976,0.54094,0.36984,0.34936,0.6905,0.54375,0.34361,0.80051,0.67611,0.3409,0.89737,0.79812,0.21682,0.4754,0.44699,0.13576,0.60886,0.668,0.081901,0.69764,0.81552,0.040697,0.77037,0.95661,0.10062,0.38545,0.47223,0.064918,0.433,0.70247,0.07844,0.42534,0.8575,0.1078,0.40043,1,0.0048292,0.22396,0.47549,0.030666,0.1738,0.63819,0.050423,0.14169,0.73791,0.089261,0.10263,0.83863,0.56682,0.13993,0.12763,0.72928,0.15761,0.24867,0.8603,0.17186,0.34629,0.99517,0.18629,0.43847
0.39004,0.20143,0.055778,0.37209,0.55006,0.36677,0.32771,0.69691,0.5084,0.29485,0.80638,0.61545,0.26513,0.90541,0.71233,0.22464,0.51351,0.41467,0.16172,0.60599,0.63386,0.14361,0.63014,0.79511,0.14329,0.62692,0.94422,0.10611,0.4481,0.42204,0.13971,0.40098,0.6304,0.1676,0.36,0.76314,0.19413,0.32101,0.8888,0,0.31439,0.4169,0.07354,0.21823,0.51623,0.11907,0.1587,0.57773,0.16809,0.09459,0.64395,0.57806,0.24028,0.1158,0.73277,0.32016,0.17814,0.85753,0.38458,0.22842,1,0.42795,0.23648
0.42232,0.21866,-1.1102e-16,0.4673,0.56267,0.35566,0.4239,0.6912,0.53126,0.3923,0.78608,0.66429,0.36754,0.86572,0.78966,0.31614,0.52803,0.42353,0.3107,0.51773,0.6848,0.33061,0.47613,0.85293,0.35855,0.42405,1,0.18816,0.46465,0.44264,0.25575,0.35622,0.63367,0.30064,0.28424,0.75808,0.36013,0.18944,0.84652,0.067178,0.32937,0.44174,0.16218,0.24495,0.54919,0.224,0.19172,0.61212,0.29094,0.13428,0.67941,0.57107,0.31614,0.071397,0.69964,0.44433,0.14665,0.8032,0.54775,0.20749,0.93282,0.6359,0.23095
0.47458,0.28779,0,0.46288,0.65304,0.44017,0.41768,0.79708,0.6463,0.41292,0.8558,0.82864,0.42464,0.87944,1,0.28741,0.59384,0.50096,0.32918,0.49443,0.78213,0.4149,0.35784,0.90168,0.49938,0.22667,0.99636,0.14536,0.50824,0.50568,0.21627,0.37327,0.72197,0.28185,0.26382,0.83935,0.3625,0.1421,0.91458,0.019895,0.3428,0.48209,0.1105,0.2469,0.62107,0.17092,0.1868,0.70358,0.24921,0.12056,0.77976,0.62164,0.41939,0.09291,0.7439,0.58133,0.19312,0.8425,0.71192,0.27393,0.98011,0.82704,0.30739
0.44648,0.36496,0,0.47036,0.67044,0.43386,0.47068,0.7292,0.66369,0.48859,0.73877,0.84044,0.50979,0.73728,1,0.30849,0.61705,0.49465,0.38807,0.46981,0.7186,0.4705,0.32866,0.80815,0.55629,0.1865,0.84194,0.17391,0.5423,0.5,0.24731,0.39698,0.68401,0.30938,0.28527,0.78188,0.37124,0.17607,0.86851,0.05035,0.39525,0.47257,0.11722,0.31126,0.61444,0.16327,0.25689,0.69842,0.21543,0.19707,0.78657,0.59209,0.47483,0.087956,0.71622,0.61306,0.18611,0.81632,0.72452,0.26526,0.94965,0.82393,0.29769
0.51079,0.32321,-1.1102e-16,0.46895,0.67063,0.44871,0.52023,0.60747,0.68947,0.57352,0.53591,0.8579,0.63053,0.45656,1,0.29677,0.60008,0.50314,0.42363,0.44265,0.72412,0.5174,0.27879,0.78913,0.59585,0.11509,0.78843,0.16049,0.50703,0.50178,0.19391,0.44,0.75411,0.26892,0.32761,0.86126,0.35992,0.19857,0.90318,0.045798,0.33659,0.47016,0.051933,0.3403,0.66062,0.074373,0.3273,0.77574,0.13419,0.28337,0.87887,0.64729,0.45897,0.10004,0.7573,0.62322,0.20767,0.84571,0.7557,0.29475,0.9542,0.88491,0.36173
